customer_id,signup_days_ago,tenure_months,plan_type,monthly_fee,usage_minutes,num_support_calls,contract_type,payment_method,last_active_days_ago,churned,is_premium,support_calls_per_month,recent_activity_flag
C100373,1152,40,basic,20,395,1,monthly,upi,1071,0,0,0.025,0
C100374,1712,59,standard,40,423,1,monthly,upi,354,0,0,0.017,0
C100375,845,26,standard,40,343,0,monthly,bank_transfer,233,0,0,0.0,0
C100376,237,7,standard,40,312,0,annual,card,180,0,0,0.0,0
C100377,1184,40,basic,20,363,0,monthly,card,699,0,0,0.0,0
C100378,433,12,basic,20,333,0,annual,card,381,0,0,0.0,0
C100379,181,6,basic,20,307,0,monthly,card,113,0,0,0.0,0
C100380,83,3,premium,80,270,0,monthly,upi,42,1,1,0.0,0
C100381,1173,38,basic,20,392,0,annual,card,954,0,0,0.0,0
C100382,1726,57,standard,40,408,2,monthly,bank_transfer,1200,1,0,0.035,0
C100383,1973,67,basic,20,432,0,monthly,card,499,1,0,0.0,0
C100384,657,19,premium,80,341,0,annual,card,132,0,1,0.0,0
C100385,616,20,standard,40,360,2,monthly,bank_transfer,171,0,0,0.1,0
C100386,1678,55,basic,20,401,0,annual,card,1553,0,0,0.0,0
C100387,1473,51,standard,40,412,2,monthly,card,762,0,0,0.039,0
C100388,1475,50,basic,20,406,1,monthly,card,440,1,0,0.02,0
C100389,133,3,premium,80,296,0,annual,upi,111,0,1,0.0,0
C100390,1905,65,basic,20,448,1,monthly,card,1063,1,0,0.015,0
C100391,283,8,basic,20,327,1,monthly,card,101,0,0,0.125,0
C100392,1280,43,standard,40,376,1,monthly,bank_transfer,1197,0,0,0.023,0
C100393,1165,38,standard,40,361,1,monthly,card,340,0,0,0.026,0
C100394,539,16,basic,20,319,0,monthly,card,195,1,0,0.0,0
C100395,1526,48,standard,40,391,0,annual,card,1205,1,0,0.0,0
C100396,128,2,basic,20,292,1,annual,card,32,0,0,0.5,0
C100397,182,8,basic,20,331,1,monthly,card,66,0,0,0.125,0
C100398,1914,64,standard,40,451,1,annual,bank_transfer,1136,0,0,0.016,0
C100399,943,33,basic,20,391,1,monthly,card,851,1,0,0.03,0
C100400,1949,66,basic,20,430,0,monthly,card,1698,0,0,0.0,0
C100401,907,32,standard,40,352,0,monthly,card,550,1,0,0.0,0
C100402,367,10,basic,20,311,2,monthly,card,234,0,0,0.2,0
C100403,1759,56,standard,40,403,1,monthly,card,504,1,0,0.018,0
C100404,851,30,basic,20,351,0,monthly,card,70,0,0,0.0,0
C100405,1216,38,basic,20,371,1,annual,card,218,0,0,0.026,0
C100406,1773,60,basic,20,403,0,monthly,card,1540,0,0,0.0,0
C100407,986,34,standard,40,388,1,monthly,card,752,0,0,0.029,0
C100408,1734,55,standard,40,435,0,monthly,card,164,1,0,0.0,0
C100409,190,5,basic,20,316,0,annual,card,0,0,0,0.0,1
C100410,1633,56,basic,20,401,0,monthly,card,380,0,0,0.0,0
C100411,830,29,premium,80,374,0,monthly,card,183,0,1,0.0,0
C100412,427,15,basic,20,328,1,monthly,bank_transfer,390,0,0,0.067,0
C100413,1330,44,premium,80,400,1,annual,bank_transfer,368,0,1,0.023,0
C100414,845,28,basic,20,357,1,monthly,card,447,0,0,0.036,0
C100415,1969,66,standard,40,439,0,monthly,upi,7,0,0,0.0,1
C100416,1557,52,basic,20,419,0,monthly,upi,1405,0,0,0.0,0
C100417,1949,65,premium,80,444,1,monthly,card,1405,0,1,0.015,0
C100418,1445,48,standard,40,391,0,annual,card,447,0,0,0.0,0
C100419,1188,40,basic,20,395,0,monthly,upi,1177,0,0,0.0,0
C100420,1248,39,basic,20,404,1,monthly,card,33,0,0,0.026,0
C100421,430,16,standard,40,358,1,monthly,card,351,0,0,0.062,0
C100422,669,24,standard,40,356,0,annual,upi,21,0,0,0.0,0
C100423,1086,35,basic,20,370,0,monthly,bank_transfer,662,0,0,0.0,0
C100424,717,22,basic,20,344,0,monthly,card,578,1,0,0.0,0
C100425,489,18,standard,40,329,1,monthly,bank_transfer,402,1,0,0.056,0
C100426,984,30,basic,20,363,0,monthly,card,589,1,0,0.0,0
C100427,1936,64,standard,40,408,1,monthly,upi,1767,0,0,0.016,0
C100428,499,16,basic,20,326,1,monthly,card,38,0,0,0.062,0
C100429,1428,45,premium,80,417,0,monthly,card,676,0,1,0.0,0
C100430,1075,35,premium,80,377,0,monthly,bank_transfer,270,0,1,0.0,0
C100431,779,26,premium,80,354,1,monthly,card,0,1,1,0.038,1
C100432,1723,59,basic,20,404,2,monthly,card,286,0,0,0.034,0
C100433,67,4,premium,80,302,1,monthly,card,51,0,1,0.25,0
C100434,259,6,basic,20,318,0,annual,card,255,1,0,0.0,0
C100435,1418,47,standard,40,382,0,monthly,upi,1197,0,0,0.0,0
C100436,592,18,standard,40,351,0,monthly,card,49,0,0,0.0,0
C100437,467,14,basic,20,336,0,monthly,card,19,0,0,0.0,0
C100438,1829,60,premium,80,424,0,annual,bank_transfer,616,0,1,0.0,0
C100439,1336,43,basic,20,363,0,monthly,card,189,0,0,0.0,0
C100440,56,1,standard,40,303,0,monthly,card,46,0,0,0.0,0
C100441,255,6,standard,40,346,0,monthly,card,42,0,0,0.0,0
C100442,1330,44,standard,40,368,0,monthly,card,759,0,0,0.0,0
C100443,827,26,basic,20,326,0,monthly,card,65,0,0,0.0,0
C100444,1662,53,basic,20,407,0,monthly,card,395,0,0,0.0,0
C100445,313,8,standard,40,320,0,monthly,bank_transfer,250,0,0,0.0,0
C100446,908,31,basic,20,373,1,monthly,card,127,0,0,0.032,0
C100447,989,33,basic,20,369,1,monthly,bank_transfer,696,0,0,0.03,0
C100448,1534,49,basic,20,394,0,monthly,bank_transfer,187,0,0,0.0,0
C100449,482,16,basic,20,337,0,annual,card,182,0,0,0.0,0
C100450,1049,36,premium,80,361,0,monthly,upi,577,0,1,0.0,0
C100451,1882,64,basic,20,431,0,monthly,card,840,0,0,0.0,0
C100452,845,26,standard,40,325,3,monthly,bank_transfer,761,0,0,0.115,0
C100453,688,20,basic,20,321,0,monthly,card,666,0,0,0.0,0
C100454,1569,50,basic,20,389,0,annual,card,1435,0,0,0.0,0
C100455,576,19,basic,20,341,0,monthly,upi,78,0,0,0.0,0
C100456,1245,42,basic,20,372,1,monthly,upi,1042,0,0,0.024,0
C100457,1102,34,basic,20,330,1,monthly,card,44,0,0,0.029,0
C100458,1565,50,standard,40,409,0,monthly,card,1245,0,0,0.0,0
C100459,46,1,basic,20,288,2,monthly,upi,0,0,0,2.0,1
C100460,1225,40,basic,20,384,0,annual,card,617,0,0,0.0,0
C100461,1273,40,basic,20,340,0,monthly,card,762,0,0,0.0,0
C100462,187,5,basic,20,310,0,monthly,card,120,0,0,0.0,0
C100463,506,18,premium,80,331,1,annual,bank_transfer,229,0,1,0.056,0
C100464,1099,34,standard,40,391,0,monthly,upi,792,0,0,0.0,0
C100465,1426,45,basic,20,392,0,monthly,upi,1250,0,0,0.0,0
C100466,547,17,basic,20,309,0,annual,card,396,0,0,0.0,0
C100467,128,4,premium,80,288,0,monthly,bank_transfer,18,0,1,0.0,0
C100468,1945,62,basic,20,409,1,annual,card,137,0,0,0.016,0
C100469,1798,61,standard,40,425,1,monthly,bank_transfer,1196,0,0,0.016,0
C100470,1090,34,basic,20,390,2,annual,card,782,0,0,0.059,0
C100471,309,12,premium,80,335,0,monthly,card,214,0,1,0.0,0
C100472,1402,47,premium,80,418,0,monthly,bank_transfer,227,0,1,0.0,0
C100473,526,18,standard,40,321,0,annual,card,106,0,0,0.0,0
C100474,331,13,basic,20,323,1,monthly,card,158,0,0,0.077,0
C100475,210,7,basic,20,301,0,monthly,card,125,0,0,0.0,0
C100476,636,19,basic,20,358,1,monthly,bank_transfer,135,0,0,0.053,0
C100477,1152,36,basic,20,385,0,monthly,card,29,0,0,0.0,0
C100478,729,25,basic,20,361,0,monthly,card,97,0,0,0.0,0
C100479,1022,36,basic,20,382,1,annual,card,608,0,0,0.028,0
C100480,1169,36,standard,40,359,0,annual,bank_transfer,768,1,0,0.0,0
C100481,220,5,standard,40,304,1,annual,card,15,0,0,0.2,0
C100482,282,9,basic,20,330,1,monthly,bank_transfer,10,1,0,0.111,1
C100483,1010,32,basic,20,377,1,annual,upi,922,0,0,0.031,0
C100484,957,32,premium,80,347,1,monthly,card,341,0,1,0.031,0
C100485,1214,41,basic,20,395,1,annual,bank_transfer,167,0,0,0.024,0
C100486,1309,42,standard,40,345,0,annual,card,1234,0,0,0.0,0
C100487,1376,43,basic,20,381,0,monthly,card,683,0,0,0.0,0
C100488,157,5,basic,20,317,0,monthly,card,69,0,0,0.0,0
C100489,47,1,basic,20,317,0,annual,card,47,0,0,0.0,0
C100490,1846,62,basic,20,425,0,monthly,upi,1447,0,0,0.0,0
C100491,1788,59,standard,40,437,5,monthly,upi,38,0,0,0.085,0
C100492,595,18,standard,40,317,0,annual,upi,386,0,0,0.0,0
C100493,599,17,basic,20,346,0,monthly,upi,450,0,0,0.0,0
C100494,1376,44,premium,80,373,0,annual,card,1138,0,1,0.0,0
C100495,1925,66,basic,20,417,0,annual,card,400,0,0,0.0,0
C100496,715,24,premium,80,351,1,monthly,card,303,0,1,0.042,0
C100497,1845,61,premium,80,425,0,monthly,bank_transfer,1626,0,1,0.0,0
C100498,655,23,basic,20,385,0,monthly,card,308,0,0,0.0,0
C100499,1341,44,basic,20,391,0,monthly,upi,1126,0,0,0.0,0
C100500,1996,64,basic,20,421,0,monthly,bank_transfer,1750,1,0,0.0,0
C100501,883,27,standard,40,355,1,annual,bank_transfer,101,0,0,0.037,0
C100502,1716,55,standard,40,401,0,monthly,card,654,0,0,0.0,0
C100503,991,33,premium,80,341,1,monthly,card,89,0,1,0.03,0
C100504,1692,58,standard,40,435,0,monthly,card,1141,0,0,0.0,0
C100505,184,4,basic,20,320,0,monthly,upi,138,0,0,0.0,0
C100506,519,19,basic,20,347,0,annual,card,302,0,0,0.0,0
C100507,1439,47,standard,40,402,1,annual,bank_transfer,751,0,0,0.021,0
C100508,814,29,basic,20,351,0,monthly,upi,647,1,0,0.0,0
C100509,1157,38,standard,40,366,0,monthly,card,86,0,0,0.0,0
C100510,1982,66,basic,20,429,1,monthly,card,858,0,0,0.015,0
C100511,1446,49,basic,20,388,0,monthly,card,318,0,0,0.0,0
C100512,1864,62,basic,20,442,0,monthly,card,1812,0,0,0.0,0
C100513,275,9,standard,40,324,0,monthly,upi,120,0,0,0.0,0
C100514,1229,39,basic,20,370,0,monthly,card,1113,0,0,0.0,0
C100515,1092,34,standard,40,351,0,monthly,card,651,0,0,0.0,0
C100516,1530,52,basic,20,410,0,monthly,card,1135,1,0,0.0,0
C100517,1735,58,standard,40,395,1,monthly,card,949,0,0,0.017,0
C100518,788,27,standard,40,360,1,monthly,card,393,0,0,0.037,0
C100519,567,17,basic,20,344,0,monthly,bank_transfer,239,0,0,0.0,0
C100520,1920,64,standard,40,424,0,monthly,card,1295,0,0,0.0,0
C100521,1871,60,basic,20,421,1,monthly,bank_transfer,142,1,0,0.017,0
C100522,950,33,basic,20,346,0,monthly,card,718,0,0,0.0,0
C100523,437,14,basic,20,328,2,annual,card,118,0,0,0.143,0
C100524,554,17,standard,40,347,0,annual,upi,250,0,0,0.0,0
C100525,857,28,premium,80,350,0,monthly,card,277,1,1,0.0,0
C100526,1559,51,standard,40,388,1,monthly,card,162,0,0,0.02,0
C100527,932,30,standard,40,359,0,annual,card,653,0,0,0.0,0
C100528,1878,63,standard,40,440,0,annual,bank_transfer,349,0,0,0.0,0
C100529,65,3,basic,20,311,0,monthly,card,30,0,0,0.0,0
C100530,714,21,premium,80,317,0,annual,card,457,0,1,0.0,0
C100531,49,1,basic,20,315,0,monthly,card,5,0,0,0.0,1
C100532,350,12,premium,80,298,0,monthly,card,90,0,1,0.0,0
C100533,1829,62,standard,40,418,0,monthly,card,127,0,0,0.0,0
C100534,541,18,standard,40,332,0,annual,upi,508,0,0,0.0,0
C100535,429,16,standard,40,316,1,monthly,bank_transfer,423,0,0,0.062,0
C100536,683,22,basic,20,335,0,monthly,card,236,0,0,0.0,0
C100537,1001,34,standard,40,384,0,monthly,card,982,0,0,0.0,0
C100538,1936,62,basic,20,398,1,monthly,card,1556,0,0,0.016,0
C100539,500,14,standard,40,298,1,monthly,card,95,0,0,0.071,0
C100540,1196,41,standard,40,378,0,monthly,bank_transfer,1012,0,0,0.0,0
C100541,1145,36,premium,80,356,1,monthly,card,976,0,1,0.028,0
C100542,1407,47,standard,40,439,0,monthly,card,1022,0,0,0.0,0
C100543,863,30,basic,20,361,1,monthly,card,50,0,0,0.033,0
C100544,1853,61,basic,20,438,0,monthly,card,1846,0,0,0.0,0
C100545,756,23,standard,40,389,1,monthly,card,468,0,0,0.043,0
C100546,883,28,basic,20,355,0,monthly,bank_transfer,387,0,0,0.0,0
C100547,80,1,basic,20,302,0,monthly,card,61,0,0,0.0,0
C100548,1718,57,standard,40,423,0,monthly,card,1366,0,0,0.0,0
C100549,1751,60,standard,40,412,0,monthly,card,1176,1,0,0.0,0
C100550,604,20,standard,40,343,0,monthly,bank_transfer,40,0,0,0.0,0
C100551,1243,40,basic,20,356,0,annual,card,952,1,0,0.0,0
C100552,1178,40,standard,40,358,0,monthly,card,808,0,0,0.0,0
C100553,179,3,basic,20,301,0,monthly,card,44,0,0,0.0,0
C100554,343,13,standard,40,327,0,monthly,card,207,0,0,0.0,0
C100555,599,20,basic,20,336,0,monthly,card,381,0,0,0.0,0
C100556,1395,46,premium,80,395,0,monthly,card,95,0,1,0.0,0
C100557,334,13,basic,20,329,0,monthly,card,274,0,0,0.0,0
C100558,1745,59,basic,20,424,0,annual,card,292,0,0,0.0,0
C100559,711,25,standard,40,339,1,monthly,card,234,0,0,0.04,0
C100560,867,27,standard,40,376,0,monthly,bank_transfer,340,0,0,0.0,0
C100561,1836,60,basic,20,467,1,monthly,card,718,0,0,0.017,0
C100562,1107,34,standard,40,356,0,annual,card,956,0,0,0.0,0
C100563,1032,32,basic,20,377,1,monthly,card,537,0,0,0.031,0
C100564,473,14,premium,80,302,2,annual,bank_transfer,349,1,1,0.143,0
C100565,642,23,standard,40,342,2,monthly,upi,206,0,0,0.087,0
C100566,1022,33,basic,20,365,1,annual,bank_transfer,959,0,0,0.03,0
C100567,293,7,standard,40,310,0,monthly,card,140,0,0,0.0,0
C100568,1106,35,basic,20,365,0,monthly,bank_transfer,858,0,0,0.0,0
C100569,1625,53,basic,20,398,0,monthly,card,598,0,0,0.0,0
C100570,1033,36,premium,80,394,0,monthly,card,929,0,1,0.0,0
C100571,1673,56,standard,40,440,1,annual,card,1633,1,0,0.018,0
C100572,34,1,basic,20,328,1,monthly,card,22,0,0,1.0,0
C100573,1156,40,basic,20,384,0,monthly,card,761,1,0,0.0,0
C100574,1249,40,basic,20,371,0,annual,card,363,0,0,0.0,0
C100575,803,25,premium,80,339,0,monthly,card,761,0,1,0.0,0
C100576,906,31,basic,20,376,1,monthly,upi,147,0,0,0.032,0
C100577,1021,32,basic,20,384,0,monthly,card,565,0,0,0.0,0
C100578,913,28,basic,20,358,0,monthly,card,826,0,0,0.0,0
C100579,1403,46,basic,20,401,0,annual,upi,504,0,0,0.0,0
C100580,76,1,basic,20,313,0,monthly,bank_transfer,31,0,0,0.0,0
C100581,896,30,basic,20,347,0,annual,card,748,0,0,0.0,0
C100582,852,28,basic,20,351,0,annual,bank_transfer,324,0,0,0.0,0
C100583,965,32,basic,20,341,0,monthly,card,835,0,0,0.0,0
C100584,1873,61,premium,80,425,0,monthly,card,1812,0,1,0.0,0
C100585,685,21,basic,20,358,1,monthly,bank_transfer,488,0,0,0.048,0
C100586,298,7,standard,40,283,0,monthly,card,143,0,0,0.0,0
C100587,399,13,standard,40,319,1,monthly,bank_transfer,287,0,0,0.077,0
C100588,665,21,standard,40,308,1,monthly,card,210,0,0,0.048,0
C100589,1159,39,premium,80,404,0,annual,bank_transfer,665,0,1,0.0,0
C100590,1723,56,basic,20,428,0,monthly,card,258,0,0,0.0,0
C100591,1712,56,basic,20,396,0,monthly,upi,1250,0,0,0.0,0
C100592,686,22,basic,20,363,1,monthly,card,593,0,0,0.045,0
C100593,149,4,basic,20,312,0,monthly,upi,120,0,0,0.0,0
C100594,860,30,standard,40,365,1,monthly,card,371,0,0,0.033,0
C100595,1840,62,standard,40,400,0,monthly,bank_transfer,1414,0,0,0.0,0
C100596,1657,55,premium,80,407,0,monthly,bank_transfer,991,0,1,0.0,0
C100597,1111,35,basic,20,346,0,monthly,card,87,0,0,0.0,0
C100598,1399,47,premium,80,397,0,annual,bank_transfer,399,0,1,0.0,0
C100599,770,26,basic,20,350,0,monthly,card,308,0,0,0.0,0
C100600,1527,50,basic,20,361,1,monthly,card,3,0,0,0.02,1
C100601,146,5,basic,20,317,0,monthly,bank_transfer,31,0,0,0.0,0
C100602,1883,62,standard,40,428,0,monthly,upi,1769,0,0,0.0,0
C100603,820,26,basic,20,389,0,annual,card,225,0,0,0.0,0
C100604,1180,41,premium,80,404,0,monthly,card,338,0,1,0.0,0
C100605,1446,47,premium,80,401,0,annual,card,1229,0,1,0.0,0
C100606,1961,65,premium,80,410,0,annual,bank_transfer,1125,0,1,0.0,0
C100607,1042,34,basic,20,330,2,monthly,upi,57,0,0,0.059,0
C100608,1694,55,premium,80,440,0,monthly,bank_transfer,1173,0,1,0.0,0
C100609,1111,35,standard,40,336,0,annual,card,555,1,0,0.0,0
C100610,663,20,basic,20,361,0,monthly,card,427,0,0,0.0,0
C100611,542,16,basic,20,325,0,monthly,card,541,0,0,0.0,0
C100612,1804,60,basic,20,396,1,monthly,upi,918,0,0,0.017,0
C100613,831,28,basic,20,371,0,monthly,upi,523,1,0,0.0,0
C100614,1149,38,standard,40,395,0,monthly,bank_transfer,525,0,0,0.0,0
C100615,1691,57,premium,80,444,2,annual,upi,1315,0,1,0.035,0
C100616,1171,38,basic,20,356,0,monthly,card,1068,0,0,0.0,0
C100617,589,21,standard,40,346,1,annual,bank_transfer,199,1,0,0.048,0
C100618,1654,56,premium,80,428,0,monthly,card,23,0,1,0.0,0
C100619,517,15,basic,20,313,0,monthly,card,386,0,0,0.0,0
C100620,1290,43,premium,80,409,1,monthly,bank_transfer,241,0,1,0.023,0
C100621,1938,63,standard,40,438,0,annual,card,202,0,0,0.0,0
C100622,926,28,standard,40,376,2,monthly,bank_transfer,236,0,0,0.071,0
C100623,1325,43,basic,20,374,0,monthly,bank_transfer,950,1,0,0.0,0
C100624,1242,43,standard,40,389,0,monthly,bank_transfer,1021,0,0,0.0,0
C100625,733,24,basic,20,361,0,annual,bank_transfer,293,0,0,0.0,0
C100626,1500,50,standard,40,407,0,monthly,card,1371,0,0,0.0,0
C100627,610,22,basic,20,341,2,monthly,card,86,0,0,0.091,0
C100628,819,27,premium,80,378,0,monthly,card,209,0,1,0.0,0
C100629,890,30,basic,20,369,0,monthly,card,787,1,0,0.0,0
C100630,276,8,basic,20,315,0,monthly,card,96,0,0,0.0,0
C100631,1129,35,standard,40,361,0,monthly,card,1025,0,0,0.0,0
C100632,183,8,basic,20,329,0,monthly,card,153,0,0,0.0,0
C100633,1709,57,standard,40,426,0,monthly,card,1266,0,0,0.0,0
C100634,1488,47,premium,80,396,1,monthly,card,769,0,1,0.021,0
C100635,1026,32,standard,40,348,0,monthly,card,962,0,0,0.0,0
C100636,1139,39,basic,20,359,1,monthly,card,457,0,0,0.026,0
C100637,726,25,standard,40,329,0,monthly,card,553,1,0,0.0,0
C100638,1338,42,standard,40,387,0,monthly,card,212,0,0,0.0,0
C100639,1273,40,standard,40,358,1,annual,card,385,0,0,0.025,0
C100640,1122,38,basic,20,387,1,monthly,card,527,0,0,0.026,0
C100641,1100,36,basic,20,358,1,monthly,card,989,0,0,0.028,0
C100642,1038,32,standard,40,360,0,monthly,card,101,0,0,0.0,0
C100643,123,3,basic,20,286,1,monthly,card,76,0,0,0.333,0
C100644,1803,61,basic,20,437,2,monthly,card,389,1,0,0.033,0
C100645,987,30,basic,20,354,0,monthly,bank_transfer,201,0,0,0.0,0
C100646,1041,36,standard,40,360,0,monthly,card,840,0,0,0.0,0
C100647,482,15,premium,80,304,1,monthly,bank_transfer,353,0,1,0.067,0
C100648,1257,39,standard,40,388,1,monthly,card,234,0,0,0.026,0
C100649,941,30,basic,20,353,1,monthly,upi,113,0,0,0.033,0
C100650,247,7,basic,20,335,0,monthly,card,213,0,0,0.0,0
C100651,503,16,premium,80,321,1,monthly,bank_transfer,447,0,1,0.062,0
C100652,461,14,premium,80,321,0,monthly,card,66,0,1,0.0,0
C100653,370,12,premium,80,338,0,monthly,card,296,0,1,0.0,0
C100654,580,20,standard,40,328,0,monthly,card,39,0,0,0.0,0
C100655,1665,55,basic,20,427,0,monthly,card,102,0,0,0.0,0
C100656,1342,46,standard,40,406,1,monthly,card,410,1,0,0.022,0
C100657,1307,41,basic,20,374,0,monthly,upi,807,0,0,0.0,0
C100658,1787,60,basic,20,438,0,annual,upi,1587,1,0,0.0,0
C100659,386,13,standard,40,320,0,monthly,bank_transfer,36,0,0,0.0,0
C100660,52,3,basic,20,325,1,monthly,upi,2,0,0,0.333,1
C100661,1815,60,basic,20,368,0,monthly,card,402,0,0,0.0,0
C100662,551,16,basic,20,324,0,monthly,bank_transfer,205,0,0,0.0,0
C100663,1811,60,basic,20,419,0,monthly,card,340,1,0,0.0,0
C100664,1890,62,premium,80,427,1,monthly,card,1857,1,1,0.016,0
C100665,1153,38,basic,20,384,0,monthly,bank_transfer,1075,0,0,0.0,0
C100666,831,28,basic,20,389,0,monthly,card,425,0,0,0.0,0
C100667,1233,39,basic,20,388,2,monthly,bank_transfer,955,0,0,0.051,0
C100668,1276,42,basic,20,384,0,monthly,card,208,0,0,0.0,0
C100669,1959,63,basic,20,407,1,monthly,card,1537,0,0,0.016,0
C100670,791,24,standard,40,343,1,monthly,upi,640,0,0,0.042,0
C100671,1712,56,basic,20,432,0,monthly,upi,1201,0,0,0.0,0
C100672,471,14,standard,40,332,1,monthly,card,163,0,0,0.071,0
C100673,1661,56,premium,80,399,2,annual,bank_transfer,1045,1,1,0.036,0
C100674,798,28,standard,40,365,1,monthly,card,368,1,0,0.036,0
C100675,1045,32,basic,20,381,0,monthly,card,993,0,0,0.0,0
C100676,1378,47,basic,20,392,0,monthly,upi,81,1,0,0.0,0
C100677,545,19,premium,80,330,0,monthly,card,163,0,1,0.0,0
C100678,1069,33,standard,40,376,0,monthly,card,376,0,0,0.0,0
C100679,821,25,standard,40,350,1,monthly,card,2,0,0,0.04,1
C100680,365,14,premium,80,321,0,monthly,card,171,0,1,0.0,0
C100681,1812,60,premium,80,451,1,annual,card,1141,0,1,0.017,0
C100682,287,8,premium,80,306,0,annual,bank_transfer,143,0,1,0.0,0
C100683,526,17,standard,40,305,1,monthly,card,394,0,0,0.059,0
C100684,925,32,basic,20,362,0,monthly,card,265,0,0,0.0,0
C100685,189,5,premium,80,297,0,monthly,card,178,0,1,0.0,0
C100686,1528,50,standard,40,410,1,monthly,card,681,0,0,0.02,0
C100687,881,28,basic,20,370,0,monthly,card,724,0,0,0.0,0
C100688,1717,55,standard,40,412,0,monthly,card,792,0,0,0.0,0
C100689,1961,65,standard,40,432,1,monthly,card,1250,0,0,0.015,0
C100690,719,22,premium,80,308,1,annual,card,375,0,1,0.045,0
C100691,1728,56,standard,40,415,0,monthly,card,1285,0,0,0.0,0
C100692,409,12,basic,20,343,1,monthly,bank_transfer,365,0,0,0.083,0
C100693,1598,53,premium,80,422,0,monthly,card,766,0,1,0.0,0
C100694,1982,67,standard,40,428,0,monthly,card,427,0,0,0.0,0
C100695,986,32,standard,40,367,0,monthly,card,7,0,0,0.0,1
C100696,720,26,basic,20,334,0,monthly,upi,40,0,0,0.0,0
C100697,1480,49,basic,20,402,2,monthly,bank_transfer,1280,0,0,0.041,0
C100698,1666,54,standard,40,440,1,monthly,upi,642,1,0,0.019,0
C100699,1321,42,basic,20,351,0,annual,bank_transfer,563,0,0,0.0,0
C100700,1888,62,basic,20,419,0,annual,card,1125,0,0,0.0,0
C100701,1630,54,standard,40,405,0,monthly,upi,1242,0,0,0.0,0
C100702,1470,48,basic,20,389,0,monthly,card,243,1,0,0.0,0
C100703,1221,38,basic,20,394,2,monthly,card,844,1,0,0.053,0
C100704,1895,61,basic,20,402,0,monthly,card,938,0,0,0.0,0
C100705,1096,38,basic,20,369,0,monthly,card,302,0,0,0.0,0
C100706,1609,53,standard,40,380,1,monthly,bank_transfer,369,0,0,0.019,0
C100707,314,8,basic,20,316,0,monthly,card,274,0,0,0.0,0
C100708,426,12,basic,20,326,1,monthly,card,69,0,0,0.083,0
C100709,41,2,standard,40,312,0,monthly,bank_transfer,13,0,0,0.0,1
C100710,1660,56,premium,80,383,0,monthly,bank_transfer,516,0,1,0.0,0
C100711,1355,43,standard,40,406,0,monthly,bank_transfer,1277,0,0,0.0,0
C100712,1951,67,basic,20,404,1,monthly,upi,831,0,0,0.015,0
C100713,1306,41,basic,20,366,0,monthly,card,618,0,0,0.0,0
C100714,528,16,premium,80,367,0,monthly,card,172,0,1,0.0,0
C100715,783,26,basic,20,362,0,annual,card,428,0,0,0.0,0
C100716,64,4,standard,40,284,0,monthly,upi,35,0,0,0.0,0
C100717,756,24,basic,20,336,0,annual,card,406,0,0,0.0,0
C100718,878,31,basic,20,349,1,monthly,card,415,0,0,0.032,0
C100719,119,2,standard,40,325,0,monthly,card,92,0,0,0.0,0
C100720,805,26,standard,40,331,0,monthly,card,684,0,0,0.0,0
C100721,634,21,standard,40,326,0,monthly,card,411,0,0,0.0,0
C100722,1975,66,basic,20,439,0,monthly,bank_transfer,487,0,0,0.0,0
C100723,999,32,basic,20,358,1,monthly,bank_transfer,691,0,0,0.031,0
C100724,1655,56,standard,40,446,1,annual,bank_transfer,778,0,0,0.018,0
C100725,1051,34,standard,40,363,0,annual,card,831,0,0,0.0,0
C100726,447,15,basic,20,327,1,monthly,card,320,0,0,0.067,0
C100727,144,4,basic,20,284,0,monthly,card,72,0,0,0.0,0
C100728,646,23,basic,20,346,0,monthly,card,568,0,0,0.0,0
C100729,1956,66,premium,80,454,0,monthly,card,1601,0,1,0.0,0
C100730,1249,40,standard,40,399,0,monthly,bank_transfer,643,0,0,0.0,0
C100731,855,27,premium,80,392,1,monthly,card,412,0,1,0.037,0
